fiscalDateEnding,reportedEPS
1996-12-31,1.02
1997-12-31,1.41
1998-12-31,1.97
1999-12-31,2.55
2000-12-31,2.4
2001-12-31,1.99
2002-12-31,1.94
2003-12-31,0.78
2004-12-31,1.47
2005-12-31,2.4
2006-12-31,5.6
2007-12-31,10.62
2008-12-31,12.32
2009-12-31,1.04
2010-12-31,0.64
2011-12-31,1.52
2012-12-31,3.08
2013-12-31,5.6
2014-12-31,4.6
2015-12-31,2.76
2016-12-31,-2.04
2017-12-31,-0.27
2018-12-31,0.64
2019-12-31,1.91
2020-12-31,-0.36
2021-12-31,0.87
2022-12-31,1.08
2023-12-31,1.52
2024-12-31,0.29
2025-12-31,0.38
2026-03-31,0
